description,amount,category,date
Best Buy All,304.68,Shopping,2025-04-14
Loan EMI Spend,1951.46,Finance,2025-10-28
Credit Card Payment Concern,1984.01,Finance,2025-05-21
Phone Bill State,21.42,Utilities,2025-07-23
Charity Donation Week,195.07,Others,2025-01-29
Gift Shop Religious,364.88,Others,2024-12-24
Clinic Live,130.59,Healthcare,2025-01-29
Fitbit Subscription Thousand,119.72,Fitness,2025-01-29
Planet Fitness Dream,109.63,Fitness,2025-05-22
McDonald's order 707,21.03,Food & Dining,2025-04-16
Bank Transfer Argue,1931.48,Finance,2025-01-29
Walgreens Defense,115.25,Healthcare,2025-08-05
Phone Bill Whose,63.04,Utilities,2025-02-10
Gas Co Sign,58.38,Utilities,2025-04-10
Miscellaneous Say,96.09,Others,2025-04-03
Gift Shop Difference,142.37,Others,2025-04-11
Pizza Hut order 559,36.31,Food & Dining,2025-04-08
Best Buy Describe,434.11,Shopping,2025-10-15
Cinema Reality,6.53,Entertainment,2025-02-02
Walgreens Then,92.56,Healthcare,2025-06-28
Netflix Leave,23.89,Entertainment,2025-10-31
Gas Co Newspaper,56.11,Utilities,2025-02-09
Gift Shop Ask,96.21,Others,2024-12-19
Investment Platform Level,1290.17,Finance,2025-03-04
Miscellaneous Form,220.48,Others,2025-10-11
Miscellaneous Dinner,81.68,Others,2025-07-24
CVS Pharmacy Certain,132.23,Healthcare,2025-07-30
Gym Membership Public,51.79,Fitness,2025-11-20
Charity Donation Get,394.57,Others,2025-05-23
Investment Platform Girl,1096.8,Finance,2025-08-06
Rite Aid Center,145.62,Healthcare,2025-09-18
Charity Donation Blue,418.43,Others,2025-06-27
Charity Donation Cut,174.91,Others,2025-10-30
Fitbit Subscription Follow,143.34,Fitness,2025-08-29
Spotify Threat,36.81,Entertainment,2024-12-04
Miscellaneous Heart,183.64,Others,2025-06-20
Netflix Which,48.47,Entertainment,2025-03-08
Hospital Value,60.91,Healthcare,2025-08-12
Gift Shop Blue,23.57,Others,2024-12-11
Investment Platform Might,1943.05,Finance,2025-11-02
Pizza Hut order 454,27.05,Food & Dining,2025-06-13
Movie Theater White,13.89,Entertainment,2025-04-06
Planet Fitness Maintain,32.27,Fitness,2025-09-13
KFC order 792,86.36,Food & Dining,2025-01-07
Ola ride from Port Kimberlymouth,708.96,Travel,2025-05-19
Gift Shop Buy,331.45,Others,2025-07-23
Hospital Operation,170.07,Healthcare,2025-10-26
Charity Donation Magazine,343.73,Others,2024-12-15
Loan EMI All,1562.47,Finance,2025-06-10
Credit Card Payment Require,1415.21,Finance,2025-05-13
Netflix Religious,22.26,Entertainment,2024-12-11
Phone Bill Improve,113.59,Utilities,2025-02-28
Subway order 353,32.59,Food & Dining,2025-02-23
Taxi Service ride from Franklinton,576.02,Travel,2025-07-30
Electric Company She,262.43,Utilities,2025-01-31
Movie Theater Little,49.45,Entertainment,2025-06-28
Planet Fitness Rich,142.22,Fitness,2024-12-13
Best Buy History,342.01,Shopping,2024-12-21
Charity Donation Foot,279.83,Others,2025-09-22
Phone Bill Go,274.44,Utilities,2025-08-08
Cinema Ok,7.59,Entertainment,2025-05-07
KFC order 168,38.22,Food & Dining,2025-07-21
Airbnb ride from Barnesbury,46.83,Travel,2024-11-30
Investment Platform Wind,790.39,Finance,2025-11-05
Yoga Studio Receive,12.03,Fitness,2025-04-02
Yoga Studio Democratic,61.87,Fitness,2025-09-16
Cafe Nero order 806,9.55,Food & Dining,2025-01-04
McDonald's order 644,34.79,Food & Dining,2025-11-21
Best Buy Girl,71.0,Shopping,2025-06-22
Walgreens Subject,25.45,Healthcare,2024-12-24
Lyft ride from Kylehaven,475.96,Travel,2025-09-02
Loan EMI However,841.61,Finance,2025-07-16
Cafe Nero order 218,78.36,Food & Dining,2025-07-28
Flipkart Member,405.3,Shopping,2025-07-22
Netflix Upon,14.43,Entertainment,2025-03-25
KFC order 723,25.54,Food & Dining,2025-04-21
Planet Fitness Level,31.57,Fitness,2025-08-20
Uber ride from Robertbury,679.24,Travel,2025-03-02
Movie Theater Risk,43.16,Entertainment,2025-06-16
Target Answer,343.46,Shopping,2025-04-28
Hulu Least,43.43,Entertainment,2025-09-30
Planet Fitness Some,112.51,Fitness,2025-09-28
Investment Platform Various,896.53,Finance,2025-04-30
Water Board Stock,213.93,Utilities,2025-06-25
Charity Donation Continue,338.24,Others,2025-08-24
Miscellaneous Beyond,21.0,Others,2025-10-23
Gas Co Ever,81.96,Utilities,2025-05-28
Miscellaneous Example,205.32,Others,2025-06-16
Spotify Foreign,18.72,Entertainment,2025-05-16
Rite Aid News,108.44,Healthcare,2025-07-21
Loan EMI Treat,748.08,Finance,2025-02-28
Loan EMI Rule,603.27,Finance,2025-04-11
Miscellaneous Baby,413.96,Others,2025-05-16
Loan EMI Floor,492.15,Finance,2025-05-16
Disney+ Note,6.03,Entertainment,2025-09-25
Uber ride from East David,423.28,Travel,2025-08-05
Lyft ride from Ingramside,354.44,Travel,2025-03-28
Airbnb ride from West Staceybury,736.78,Travel,2024-11-21
Fitbit Subscription Cold,146.74,Fitness,2024-12-18
Loan EMI Program,823.54,Finance,2024-11-22
Starbucks order 985,33.75,Food & Dining,2025-05-09
Walmart Relate,121.42,Shopping,2025-09-20
Electric Company Plan,183.81,Utilities,2025-07-17
Cafe Nero order 269,12.33,Food & Dining,2025-05-22
Gym Membership Meeting,105.24,Fitness,2025-03-06
Bank Transfer Either,734.26,Finance,2025-05-29
Starbucks order 951,94.54,Food & Dining,2025-10-29
Target Hope,115.73,Shopping,2025-02-04
CVS Pharmacy Agent,74.12,Healthcare,2025-01-18
Internet Service Himself,87.64,Utilities,2025-10-01
Credit Card Payment Drug,1679.25,Finance,2025-09-26
Flipkart Every,370.74,Shopping,2025-11-15
Target Church,428.1,Shopping,2025-11-21
Gas Co Threat,44.16,Utilities,2025-04-03
Disney+ Central,45.65,Entertainment,2025-03-06
Hulu Particular,49.05,Entertainment,2025-04-24
Cinema Find,48.53,Entertainment,2025-04-10
Rite Aid Citizen,102.57,Healthcare,2025-07-03
Starbucks order 558,73.05,Food & Dining,2025-04-16
Starbucks order 301,28.88,Food & Dining,2025-06-24
Taxi Service ride from New Michael,527.75,Travel,2025-05-29
Loan EMI Officer,1894.92,Finance,2025-11-02
Miscellaneous View,327.74,Others,2025-09-06
Amazon Life,492.16,Shopping,2025-05-19
Miscellaneous Suffer,385.42,Others,2025-03-24
Cinema Five,11.69,Entertainment,2025-02-07
Lyft ride from Hollyhaven,972.6,Travel,2025-03-30
Spotify Clear,45.77,Entertainment,2024-11-29
Target Book,267.72,Shopping,2025-05-24
Walgreens Doctor,107.82,Healthcare,2025-01-03
Spotify Trip,44.02,Entertainment,2025-11-04
CVS Pharmacy Action,141.24,Healthcare,2025-10-05
McDonald's order 468,32.35,Food & Dining,2025-09-07
Pizza Hut order 596,19.04,Food & Dining,2025-02-12
Credit Card Payment Her,1262.12,Finance,2025-10-07
Etsy Sign,245.23,Shopping,2025-02-16
Delta Airlines ride from Ryanburgh,906.71,Travel,2025-06-18
Miscellaneous Government,135.87,Others,2024-12-17
Gift Shop Customer,418.46,Others,2025-03-20
Bank Transfer Box,1430.37,Finance,2025-08-29
Subway order 993,6.41,Food & Dining,2025-08-08
Planet Fitness Nation,121.36,Fitness,2025-02-14
Internet Service Large,153.58,Utilities,2025-02-22
Subway order 824,58.87,Food & Dining,2025-05-28
Airbnb ride from Powerschester,97.93,Travel,2025-01-02
CVS Pharmacy Fight,13.78,Healthcare,2025-03-18
Starbucks order 503,76.7,Food & Dining,2025-02-10
Miscellaneous Success,487.13,Others,2025-08-27
Electric Company Commercial,133.91,Utilities,2025-04-20
Miscellaneous Look,344.06,Others,2025-06-11
Walgreens Decade,185.03,Healthcare,2025-02-27
Etsy Peace,216.2,Shopping,2025-01-19
Airbnb ride from Lake Davidmouth,299.81,Travel,2024-12-10
Uber ride from Robinsonland,534.97,Travel,2025-05-11
Credit Card Payment Resource,1948.41,Finance,2024-12-31
Pizza Hut order 581,4.82,Food & Dining,2025-08-30
Credit Card Payment Fund,1446.64,Finance,2025-02-07
Clinic Budget,84.86,Healthcare,2025-02-17
Hulu Even,43.93,Entertainment,2025-05-18
McDonald's order 726,10.13,Food & Dining,2025-09-18
Yoga Studio Garden,130.49,Fitness,2025-10-14
Target Step,338.03,Shopping,2025-11-14
Clinic Possible,95.87,Healthcare,2025-10-29
Cinema Organization,19.36,Entertainment,2025-07-22
Ola ride from Philipstad,419.29,Travel,2025-05-25
Hulu Impact,46.49,Entertainment,2025-06-28
KFC order 738,94.24,Food & Dining,2025-07-19
Miscellaneous Ground,20.53,Others,2025-08-02
Walmart Chair,485.46,Shopping,2025-01-01
Planet Fitness Poor,130.51,Fitness,2025-09-07
Charity Donation Painting,146.89,Others,2025-04-16
Walgreens Hour,193.39,Healthcare,2025-08-29
Flipkart These,108.9,Shopping,2024-12-06
Domino's order 419,19.43,Food & Dining,2025-04-10
Electric Company Skill,224.71,Utilities,2025-01-01
Investment Platform Newspaper,1992.6,Finance,2025-05-21
Gym Membership Else,104.46,Fitness,2025-11-07
Cafe Nero order 556,11.88,Food & Dining,2025-06-11
Clinic There,62.53,Healthcare,2024-11-30
Loan EMI Accept,782.55,Finance,2025-10-19
Credit Card Payment Politics,925.43,Finance,2025-09-11
Flipkart Red,80.95,Shopping,2025-04-21
Miscellaneous Lot,47.83,Others,2025-04-12
Gas Co Our,125.78,Utilities,2024-12-05
Gym Membership Without,42.3,Fitness,2025-03-14
Phone Bill Somebody,30.07,Utilities,2025-07-23
Fitbit Subscription Center,144.08,Fitness,2025-01-09
Miscellaneous Finish,344.69,Others,2025-07-29
Charity Donation Leave,91.75,Others,2024-12-20
Gas Co Body,147.13,Utilities,2025-07-03
Clinic Three,110.35,Healthcare,2025-08-09
Subway order 691,62.52,Food & Dining,2025-05-16
Charity Donation Particularly,351.98,Others,2025-04-27
Netflix Color,35.64,Entertainment,2025-09-22
Internet Service Support,94.35,Utilities,2025-04-08
Best Buy Man,464.37,Shopping,2025-07-18
Investment Platform Summer,834.35,Finance,2025-08-23
Gym Membership About,124.99,Fitness,2025-10-02
Charity Donation Ability,306.8,Others,2025-11-16
Airbnb ride from Port Jessica,978.87,Travel,2025-05-09
Movie Theater Network,49.57,Entertainment,2025-01-05
Hospital Source,159.85,Healthcare,2025-01-25
Loan EMI Remember,1792.67,Finance,2025-07-03
Investment Platform Treatment,1901.67,Finance,2025-10-10
Hulu We,21.89,Entertainment,2025-01-18
Taxi Service ride from Port Vanessa,559.78,Travel,2025-04-08
Clinic Final,69.26,Healthcare,2025-05-28
Miscellaneous Side,435.6,Others,2025-05-13
Domino's order 400,49.03,Food & Dining,2025-11-21
Netflix Red,14.34,Entertainment,2025-11-02
Internet Service Project,267.55,Utilities,2025-07-16
Rite Aid Pull,35.91,Healthcare,2025-11-15
Gas Co Walk,84.03,Utilities,2024-12-10
Loan EMI Good,957.27,Finance,2025-02-10
Flipkart Truth,309.46,Shopping,2025-03-28
Bank Transfer South,1078.43,Finance,2025-09-19
Charity Donation Who,246.37,Others,2025-11-07
Netflix However,43.5,Entertainment,2025-05-12
Best Buy Approach,342.86,Shopping,2025-10-14
Gym Membership Cover,24.83,Fitness,2025-07-22
Pizza Hut order 155,36.36,Food & Dining,2025-05-04
Charity Donation Full,296.43,Others,2025-02-13
Subway order 706,11.44,Food & Dining,2025-08-28
KFC order 814,3.13,Food & Dining,2025-03-14
Charity Donation Form,124.89,Others,2025-01-10
Charity Donation Blood,410.11,Others,2024-12-12
Cinema Upon,23.98,Entertainment,2025-04-13
Spotify Field,25.86,Entertainment,2025-01-24
Miscellaneous Become,330.44,Others,2025-02-28
Yoga Studio Room,93.77,Fitness,2025-02-15
Gym Membership Direction,16.05,Fitness,2025-08-25
Hulu Life,13.34,Entertainment,2025-08-01
Rite Aid Imagine,117.15,Healthcare,2025-02-12
Loan EMI Rest,237.93,Finance,2025-02-01
Miscellaneous Power,84.0,Others,2025-10-31
KFC order 265,87.34,Food & Dining,2024-12-06
Planet Fitness Low,123.46,Fitness,2025-07-15
Loan EMI Cup,1044.3,Finance,2025-01-11
Hulu Long,11.33,Entertainment,2025-05-05
Gas Co Church,77.65,Utilities,2025-06-02
Yoga Studio Simple,133.98,Fitness,2025-05-09
Charity Donation Visit,475.5,Others,2025-03-27
Gas Co Local,32.67,Utilities,2025-05-14
Investment Platform Kid,623.38,Finance,2025-08-05
Credit Card Payment Alone,701.49,Finance,2025-09-11
Miscellaneous Around,324.59,Others,2025-08-16
Gas Co Attention,86.12,Utilities,2025-09-23
Internet Service Hour,100.18,Utilities,2025-02-09
Target Oil,463.22,Shopping,2025-10-27
Internet Service You,111.99,Utilities,2025-02-18
Spotify Lawyer,11.36,Entertainment,2025-02-20
Clinic Lead,177.71,Healthcare,2025-07-17
Cinema Man,41.3,Entertainment,2025-04-14
Cinema Measure,16.81,Entertainment,2025-05-11
Phone Bill Some,137.78,Utilities,2024-12-01
Ola ride from Ashleyland,653.91,Travel,2025-01-23
Etsy Eye,117.32,Shopping,2025-07-25
Charity Donation Now,198.39,Others,2025-09-01
Gift Shop War,459.12,Others,2025-05-16
Yoga Studio Grow,108.92,Fitness,2025-10-03
Gym Membership Leader,119.54,Fitness,2025-02-25
Netflix Station,32.04,Entertainment,2025-03-07
Cafe Nero order 596,42.65,Food & Dining,2025-01-19
Cafe Nero order 718,63.03,Food & Dining,2025-03-16
Hospital Travel,45.56,Healthcare,2025-05-04
Ola ride from Santiagofort,323.89,Travel,2025-10-01
Movie Theater Practice,29.44,Entertainment,2025-06-14
Lyft ride from Joshuaport,295.88,Travel,2024-12-26
Miscellaneous Throughout,166.63,Others,2025-07-27
Airbnb ride from Bradleyland,316.85,Travel,2025-01-06
Fitbit Subscription Pm,127.4,Fitness,2025-09-02
Gym Membership Bill,91.12,Fitness,2025-02-23
Pizza Hut order 610,27.09,Food & Dining,2025-06-26
Cinema Determine,16.6,Entertainment,2025-10-10
Miscellaneous Quality,26.37,Others,2025-01-21
Miscellaneous Identify,484.39,Others,2025-10-19
Uber ride from Williamsfurt,199.17,Travel,2025-05-03
Miscellaneous Study,376.37,Others,2025-07-19
KFC order 165,39.42,Food & Dining,2024-12-31
Planet Fitness Particular,48.77,Fitness,2025-06-27
CVS Pharmacy Available,17.89,Healthcare,2025-04-01
Bank Transfer Staff,1770.31,Finance,2025-06-17
Phone Bill In,83.33,Utilities,2024-11-27
KFC order 702,62.79,Food & Dining,2025-11-08
Planet Fitness Environmental,51.83,Fitness,2024-12-17
Movie Theater Laugh,37.66,Entertainment,2025-06-06
Yoga Studio Actually,14.11,Fitness,2025-09-01
CVS Pharmacy Fall,31.19,Healthcare,2025-06-06
Hospital Southern,56.6,Healthcare,2025-09-16
Credit Card Payment Hold,525.51,Finance,2025-01-25
Spotify Responsibility,13.78,Entertainment,2025-09-03
CVS Pharmacy Entire,150.43,Healthcare,2025-05-08
Starbucks order 597,84.2,Food & Dining,2025-08-18
Spotify Impact,40.18,Entertainment,2025-07-31
Internet Service Hope,274.24,Utilities,2025-08-28
Clinic Seat,190.74,Healthcare,2025-08-09
Bank Transfer Set,83.14,Finance,2025-04-08
Bank Transfer Sort,1635.17,Finance,2025-09-18
Internet Service Store,232.44,Utilities,2025-11-04
Internet Service Themselves,100.98,Utilities,2025-01-05
Uber ride from Kellyton,945.31,Travel,2025-09-02
Trainline ride from Jamesland,449.64,Travel,2025-10-26
Hospital Door,91.56,Healthcare,2025-06-16
Loan EMI International,1189.26,Finance,2025-04-22
Gas Co Coach,208.11,Utilities,2025-03-02
Bank Transfer Author,994.55,Finance,2025-04-09
Gas Co Prepare,138.44,Utilities,2024-11-22
Walgreens Imagine,174.39,Healthcare,2025-06-02
Netflix Recognize,42.13,Entertainment,2025-02-11
Trainline ride from Kennethmouth,929.86,Travel,2025-02-14
Planet Fitness Message,82.35,Fitness,2025-10-06
Hulu Open,28.05,Entertainment,2025-08-06
Best Buy For,22.96,Shopping,2025-07-10
Taxi Service ride from Walkerside,953.6,Travel,2025-11-10
Loan EMI Than,395.76,Finance,2024-11-30
Cafe Nero order 145,67.28,Food & Dining,2025-02-16
Loan EMI Surface,1759.0,Finance,2025-05-24
Netflix Trial,49.08,Entertainment,2025-06-17
Fitbit Subscription Traditional,73.55,Fitness,2025-10-11
Flipkart Born,309.79,Shopping,2025-03-11
Yoga Studio Already,49.45,Fitness,2025-05-24
Pizza Hut order 386,11.94,Food & Dining,2025-02-21
Delta Airlines ride from Gilbertstad,993.93,Travel,2025-09-28
Gym Membership Likely,54.72,Fitness,2025-10-16
Yoga Studio Majority,125.04,Fitness,2025-11-10
Hospital Executive,24.38,Healthcare,2025-09-11
Etsy Item,288.95,Shopping,2025-07-08
Pizza Hut order 580,80.89,Food & Dining,2025-10-13
Water Board Career,120.7,Utilities,2025-10-26
Disney+ Happy,35.64,Entertainment,2025-04-11
Delta Airlines ride from Jilltown,375.21,Travel,2024-12-17
Miscellaneous Hope,8.95,Others,2025-03-17
CVS Pharmacy Easy,56.79,Healthcare,2025-04-01
Rite Aid Majority,54.2,Healthcare,2025-02-23
Internet Service Traditional,95.99,Utilities,2025-06-14
Flipkart Here,252.4,Shopping,2025-02-15
Phone Bill Trade,45.27,Utilities,2025-05-08
Miscellaneous Huge,96.26,Others,2025-06-02
Cinema Without,44.92,Entertainment,2025-06-07
Hospital General,132.89,Healthcare,2025-02-25
Credit Card Payment Key,1482.05,Finance,2025-01-12
Fitbit Subscription Measure,97.65,Fitness,2025-09-22
Subway order 311,39.89,Food & Dining,2025-09-14
Credit Card Payment Window,1783.17,Finance,2025-10-30
Target Situation,42.51,Shopping,2025-01-05
Pizza Hut order 114,77.61,Food & Dining,2024-11-25
Phone Bill President,273.82,Utilities,2025-11-17
Gym Membership Loss,115.01,Fitness,2025-06-19
Movie Theater Method,11.86,Entertainment,2024-12-11
Phone Bill Be,56.37,Utilities,2025-01-23
Loan EMI Show,725.82,Finance,2025-10-31
Miscellaneous Major,243.7,Others,2025-04-14
Bank Transfer The,323.48,Finance,2025-10-07
Rite Aid Debate,119.67,Healthcare,2025-09-20
Loan EMI Through,1142.12,Finance,2025-06-04
Gym Membership She,51.9,Fitness,2025-08-16
Water Board Debate,164.8,Utilities,2025-10-28
Hulu Bar,27.56,Entertainment,2025-07-08
Walmart Approach,481.62,Shopping,2025-11-10
Planet Fitness Office,92.55,Fitness,2025-03-21
Investment Platform Hand,173.29,Finance,2025-07-21
Cinema Too,7.57,Entertainment,2025-10-16
KFC order 322,18.85,Food & Dining,2024-12-06
Electric Company Give,126.71,Utilities,2025-08-23
Bank Transfer Source,740.48,Finance,2025-05-31
Phone Bill Happen,126.53,Utilities,2025-01-18
Netflix Method,11.5,Entertainment,2025-04-13
KFC order 597,91.21,Food & Dining,2025-09-23
Miscellaneous Life,110.99,Others,2025-09-01
Internet Service Us,29.29,Utilities,2025-08-12
Credit Card Payment Thing,1467.34,Finance,2025-04-02
Credit Card Payment Half,637.17,Finance,2025-09-24
Fitbit Subscription High,48.75,Fitness,2025-03-12
Cinema Commercial,38.01,Entertainment,2025-08-17
Domino's order 707,87.15,Food & Dining,2025-08-04
Walmart Leg,221.74,Shopping,2025-01-24
Charity Donation Family,26.55,Others,2025-05-19
Target Current,473.82,Shopping,2024-12-12
Airbnb ride from Port Tammyland,133.94,Travel,2025-08-09
Cinema Without,31.22,Entertainment,2025-04-28
Charity Donation Garden,153.45,Others,2025-11-05
Walgreens Stage,41.46,Healthcare,2025-05-10
Disney+ Teach,14.03,Entertainment,2025-06-23
Charity Donation Night,25.65,Others,2025-09-05
Subway order 422,7.37,Food & Dining,2025-02-22
Starbucks order 598,16.16,Food & Dining,2025-04-02
Movie Theater Church,18.08,Entertainment,2025-02-12
Cafe Nero order 251,57.75,Food & Dining,2024-12-28
CVS Pharmacy Health,131.41,Healthcare,2025-05-16
Clinic Will,18.12,Healthcare,2025-01-19
Etsy Red,332.6,Shopping,2025-05-02
Fitbit Subscription Its,51.26,Fitness,2025-03-22
Amazon See,75.96,Shopping,2025-09-05
Charity Donation However,478.72,Others,2025-11-05
